,len,metric,overall,overall_p,ts,cpp,java,py,rs,ts_p,cpp_p,java_p,py_p,rs_p
50,11,chars,0.18526656802520872,7.971756123157822e-86,0.08508841098358483,0.14547404540865913,0.13541248755637966,0.41915912031047864,0.26601046124583927,0.0008790486966442748,7.684302285836852e-17,4.1273408585148774e-15,3.939815109748647e-70,7.376562148751619e-19
51,11,identifiers,0.1700862463016893,1.0549315488395904e-72,0.09190354130675875,0.08541147712860604,0.09972457060138751,0.41383893919793013,0.2205505362709357,0.00032321059851697105,9.77230816913025e-07,7.242940978120679e-09,1.8008018554642782e-68,1.8476474061724354e-13
52,11,halstead,0.24599944856409423,8.009859768433704e-150,0.1795200129398365,0.15875215011780877,0.1601235524849302,0.4898954290642518,0.27901093675701377,2.241795293384897e-12,9.297663435003417e-20,1.6363277756089616e-20,4.0508844520844805e-95,1.3725732445568162e-20
53,11,entropy,0.34365389674429625,2.1515911165778117e-290,0.22462972073766055,0.323230891449809,0.3133448996718201,0.4184955799913756,0.4047625085856184,1.6038994166001083e-18,1.3763035785818316e-76,9.389269932509226e-74,6.41056877148705e-70,1.6718750681981031e-41
54,12,mccabe,0.15503364648629123,5.89574850163136e-61,0.2130993456276026,0.07720079530017183,0.09778580790135438,0.22207026227285329,0.22424884554623892,1.1686094120775563e-16,1.6158910532945083e-05,1.834790431524712e-08,2.812196150785966e-23,1.0039282041178132e-15
55,12,fanout,0.1368512925949619,4.316949662806874e-45,0.12067267652038621,0.11118930663139996,0.08449127349987415,0.3878596802940787,0.1870594847490582,5.15031627318102e-06,1.6763157090156093e-09,2.536131269774554e-06,7.113831888572146e-64,1.8594058612427525e-09
56,12,chars,0.20030176571426467,7.976899005699595e-94,0.11189401912780854,0.12997107590438406,0.11050737166478086,0.43262719270414124,0.2962654939846883,2.727481265977442e-05,2.168333480860683e-12,8.678182355209391e-10,2.9047839983877416e-78,2.609987821475283e-21
57,12,identifiers,0.18779615195348354,8.957213399081642e-83,0.10811787855214387,0.09200268998587532,0.06795264538687068,0.4241012932737962,0.25122027787904566,4.981069070021239e-05,6.585601524177028e-07,0.00016155818085028303,2.4761843937588218e-75,8.844480113226826e-16
58,12,halstead,0.24513302066893705,1.5116141715547827e-139,0.16124468036425205,0.15517822281000063,0.12105893136937007,0.470262050201333,0.34624372139182563,1.4908599446088137e-09,5.0593306505861176e-17,1.848503351153866e-11,3.940695055524006e-92,1.6407416049645226e-28
59,12,entropy,0.31234877045203446,2.775446708584124e-225,0.20489452249119114,0.2907143756803685,0.3082947668209327,0.2714984364267481,0.4677816259569814,1.568176646375835e-14,1.3079264033794315e-55,1.3139517997885938e-65,6.799460695036503e-32,1.2653697081401822e-50
60,13,mccabe,0.17478395585852188,1.6283698139542358e-70,0.26597407842997495,0.037557198659221705,0.12490140455268803,0.28155138407127794,0.2633111268570181,1.8103654352795503e-22,0.043241829049457906,2.221725391684871e-12,4.153608855970255e-29,7.909954997442516e-23
61,13,fanout,0.14371782785171988,1.1687750905819077e-45,0.11406203594806182,0.1282680936062678,0.123350311442749,0.32196830578793445,0.18813075116284314,4.683057492656562e-05,1.791816315191214e-11,1.820111356126229e-11,1.5256814531125683e-35,1.7607530217368982e-10
62,13,chars,0.16143915512959858,8.620549894650292e-57,0.10621903845468478,0.13408585389025773,0.12328254093285575,0.319771475209141,0.20566093048815082,0.00016533960570601057,2.4169358343889212e-12,2.1407483750260352e-11,9.654173432086902e-35,3.638399009845999e-12
63,13,identifiers,0.1648084379637016,3.7188368474139706e-59,0.13206220226427645,0.12526332513445765,0.09685133243564019,0.32245035026865265,0.17062312250829925,2.77741643214815e-06,5.795418942204332e-11,1.4184090196129776e-07,2.532998575401485e-35,7.914072259326441e-09
64,13,halstead,0.22480222909758105,2.334124584599549e-108,0.18045546883352934,0.17701440384473419,0.1525663201854996,0.3844011426239543,0.27864558297638,1.5591435147973045e-10,2.2095535530654032e-20,1.164902993127304e-16,1.9738112522732863e-49,4.6360052260299355e-21
65,13,entropy,0.3546539286860589,1.1673194514768111e-266,0.26556422775817623,0.3351910972834582,0.32481482861334793,0.4025828062300211,0.41121504200952586,4.6123355501082255e-21,1.029248463473349e-68,1.1667400556038807e-69,4.82006868120083e-54,6.564602075959929e-44
66,14,mccabe,0.14655669069513427,4.645459517741819e-47,0.1808869819814607,0.015084391928654224,0.0980814761884404,0.29998871378149883,0.22408629824686827,2.139547260008908e-10,0.42519055927293514,7.690039995419189e-08,3.646320981159765e-30,9.117618305117386e-15
67,14,fanout,0.14126895059179523,7.753701307424629e-42,0.09823980743192418,0.1009193220258794,0.10985828900411432,0.41796663383403104,0.15795502387023488,0.0007328970816532266,1.9084077031303412e-07,4.513725814667251e-09,3.3809078134541934e-54,5.240004970204386e-07
68,14,chars,0.1631395310574401,6.533981574506468e-55,0.10154089178461076,0.11270610082085492,0.1399555384549613,0.3667466962160387,0.19611403696907592,0.0005189422332314241,6.5124480772671275e-09,9.200213838641909e-14,8.632742295238765e-42,5.283475490009432e-10
69,14,identifiers,0.17331686617265185,8.772672558412281e-62,0.10038797143882144,0.08456402431812268,0.12807490060279594,0.37978330460477716,0.21088895773260571,0.0005965384033403745,1.3290743064687626e-05,8.976129920867934e-12,1.0298785318028415e-44,2.3574342013100335e-11
70,14,halstead,0.23263743303360554,9.987351668012019e-110,0.15520448785455557,0.14436135358266505,0.1788530794302245,0.43759849790691946,0.24863014242705875,1.126212701182541e-07,1.0623916696210273e-13,1.6823340135913452e-21,9.607728533654682e-59,3.4493896086949427e-15
71,14,entropy,0.3565916497979111,4.636390094259334e-255,0.301535684114291,0.2980806306625979,0.35308981272813517,0.3781406468029221,0.4102836625916482,6.558955363301732e-25,3.6736795153860647e-53,7.526496672357199e-79,2.568363473086138e-44,1.3471981070703364e-38
72,15,mccabe,0.16178865731916522,1.3334372560558193e-52,0.21408944380776215,0.012170616301399696,0.12915131274469335,0.24134963029739243,0.22322484233674875,2.868909706308925e-13,0.5366373336956389,1.1308357459964463e-11,9.409620347466226e-19,1.1233183005404881e-12
73,15,fanout,0.13063840743738192,1.8163520014731368e-33,0.13820026673636662,0.11059790370980013,0.09257357999674784,0.2920986257228621,0.1724011301233923,4.01007841031674e-06,3.746132277752858e-08,2.0432460476119432e-06,1.4097217564255027e-25,3.7622951441925395e-07
74,15,chars,0.1798319619665001,1.5078646923537383e-61,0.13889726628733806,0.15131746408844465,0.15401303363478305,0.29198474197539154,0.267718674843292,4.015642939326934e-06,5.813407043655984e-14,3.2077178235992986e-15,2.3076293734490313e-25,3.652597421086543e-15
75,15,identifiers,0.17548861665984558,9.856721803102415e-59,0.13724859427254024,0.14484291964692272,0.09976709570090185,0.307635965206717,0.1953856832640273,5.162844642138913e-06,6.361009132494492e-13,3.256222010635463e-07,5.44979729024047e-28,9.257552694708217e-09
76,15,halstead,0.227670517610643,1.6148198526742015e-97,0.19350617581813673,0.18140815154831905,0.1462644001651094,0.3408840255866811,0.2627409525386384,1.333704835062242e-10,2.1356752321693835e-19,7.102269645801985e-14,5.755381735727104e-34,1.1632691830385682e-14
77,15,entropy,0.3447305027338482,5.531563398925537e-221,0.2675439478322644,0.33361509657019545,0.29202896919208976,0.4124977223250506,0.36339920059265673,6.632100890533653e-19,1.3020096169153287e-61,1.64583902851067e-50,6.247882177217544e-49,1.2957073196849997e-26
78,16,mccabe,0.17131431906495262,2.596389979615302e-55,0.19531468531468532,0.05334689027723792,0.1527091417543872,0.28346062583419845,0.1774525452976704,2.638396114234871e-10,0.008852327312765427,6.8296566714918035e-15,2.2206549130802563e-24,9.238067513399096e-09
79,16,fanout,0.12587206069821377,1.4980290715679787e-29,0.19247634718222953,0.11595769222261197,0.05359130386777719,0.3476224020677528,0.15629853321829162,9.396994244047133e-10,2.2193122712063324e-08,0.007402177674451531,2.242931993048136e-34,2.852782532854612e-06
80,16,chars,0.16592971785774624,7.180041809731441e-50,0.15583093377211024,0.15271984212006587,0.10052587808105254,0.326137158111057,0.2040918895599655,8.132520202093997e-07,1.918907596568541e-13,5.349578827454497e-07,3.1134605678634054e-30,1.1020616283438196e-09
81,16,identifiers,0.14340361547558708,1.034907732150264e-37,0.1591073632250103,0.12600926549173153,0.039188275512863205,0.3054781678354272,0.16960310612597065,4.7005932497894287e-07,1.2846035424816534e-09,0.05058415633592896,9.670844808911093e-27,4.0537223809437096e-07
